date,sentiment_score,Date,daily_return
2009-12-09,0.14469973472967484,2009-12-09,0.04176528871832019
2009-12-10,0.0917296879949319,2009-12-10,-0.006926415576941514
2009-12-11,0.13835822808963305,2009-12-11,-0.00895948976770633
2009-12-14,0.14587674230531372,2009-12-14,0.01186623937256992
2009-12-15,0.08635748106060606,2009-12-15,-0.014265662129468781
2009-12-16,0.08949970484061394,2009-12-16,0.0044289635144048045
2009-12-17,0.09212771655953474,2009-12-17,-0.01625361271559156
2009-12-18,0.1146681683267049,2009-12-18,0.018607183889244316
2009-12-21,0.1225880633748654,2009-12-21,0.014327438022706751
2009-12-22,0.08872610513739546,2009-12-22,0.010745096625474071
2009-12-23,0.08360409652076319,2009-12-23,0.008684165672405042
2009-12-24,0.08781772953414745,2009-12-24,0.03433934361029056
2009-12-28,0.12136244405312202,2009-12-28,0.012294614529845038
2009-12-29,0.06207272727272727,2009-12-29,-0.01186167653396375
2009-12-30,0.16755371900826446,2009-12-30,0.012147424071038415
2009-12-31,0.09668630751964084,2009-12-31,-0.004299808996983012
2010-01-04,0.0927343784161966,2010-01-04,0.015565154616930199
2010-01-05,0.1245066649522095,2010-01-05,0.0017289348171700691
2010-01-06,0.09232117089259946,2010-01-06,-0.01590643242076417
2010-01-07,0.11780785094944386,2010-01-07,-0.0018487237518547417
2010-01-08,0.08514671101256466,2010-01-08,0.0066484067166243666
2010-01-11,0.113151776384535,2010-01-11,-0.008821808273794085
2010-01-12,0.11130498983339891,2010-01-12,-0.011374853435843102
2010-01-13,0.12121340652029276,2010-01-13,0.01410569774315995
2010-01-14,0.1413005517798264,2010-01-14,-0.005791544767949075
2010-01-15,0.0628881936496879,2010-01-15,-0.01671209159743592
2010-01-19,0.11518916437098256,2010-01-19,0.04423831299478809
2010-01-20,0.11846632748694604,2010-01-20,-0.015392655383223874
2010-01-21,0.09359167592151886,2010-01-21,-0.01728616202011546
2010-01-22,0.11256084006084006,2010-01-22,-0.04959866642087829
2010-01-25,0.08672013720742534,2010-01-25,0.02690260358531349
2010-01-26,0.13729153360300902,2010-01-26,0.014133076406528167
2010-01-27,0.0797931338976115,2010-01-27,0.009420411354456482
2010-01-28,0.08406464567178853,2010-01-28,-0.04132203874262941
2010-01-29,0.13383836014933576,2010-01-29,-0.0362788160483718
2010-02-01,0.08287709080047789,2010-02-01,0.013902085209881676
2010-02-02,0.059030423722519314,2010-02-02,0.005802807181350511
2010-02-03,0.0678991827754204,2010-02-03,0.01720603392159692
2010-02-04,0.09938188705234159,2010-02-04,-0.03603834097040881
2010-02-05,0.09310246274818468,2010-02-05,0.017755569675045546
2010-02-08,0.11450625440451022,2010-02-08,-0.006855891915073964
2010-02-09,0.06576948357668697,2010-02-09,0.010663673571976728
2010-02-10,0.09039144028274464,2010-02-10,-0.005454039368946728
2010-02-11,0.12388072735845013,2010-02-11,0.01819445278365972
2010-02-12,0.0839747424643258,2010-02-12,0.008607070347590229
2010-02-16,0.08659200630398788,2010-02-16,0.01507118478186853
2010-02-17,0.11003828763828764,2010-02-17,-0.004179013150331423
2010-02-18,0.12510096715453858,2010-02-18,0.0018761655784031994
2010-02-19,0.1157493973829201,2010-02-19,-0.006208984118139416
2010-02-22,0.05659548043135829,2010-02-22,-0.006198386305975356
2010-02-23,0.08501201188428262,2010-02-23,-0.016764782494619546
2010-02-24,0.11620740740740741,2010-02-24,0.018268781397938527
2010-02-25,0.0725621172636098,2010-02-25,0.006677672812390734
2010-02-26,0.12538134150493702,2010-02-26,0.01297042808768123
2010-03-01,0.03644355290852106,2010-03-01,0.0213567066527669
2010-03-02,0.09528354978354979,2010-03-02,-0.0006698154701501036
2010-03-03,0.1241085877473312,2010-03-03,0.0022980818961080285
2010-03-04,0.09645600145600146,2010-03-04,0.0065925638302941625
2010-03-05,0.10393239538239538,2010-03-05,0.03910588410078364
2010-03-08,0.06566676488142457,2010-03-08,0.0005937090953966884
2010-03-09,0.13217041276363312,2010-03-09,0.01798422502238073
2010-03-10,0.06617938645716424,2010-03-10,0.008160523376008921
2010-03-11,0.11642878055921535,2010-03-11,0.0029355737648433244
2010-03-12,0.09174381174381174,2010-03-12,0.004878138729537129
2010-03-15,0.08650445718973637,2010-03-15,-0.012180031624865473
2010-03-16,0.071750768871981,2010-03-16,0.0027253481891003073
2010-03-17,0.08560389300732647,2010-03-17,-0.0014705831594454821
2010-03-18,0.06768593189964157,2010-03-18,0.002364920060848652
2010-03-19,0.07471916269384625,2010-03-19,-0.010683186835212855
2010-03-22,0.07792809042809043,2010-03-22,0.011248566398937898
2010-03-23,0.06495946678261089,2010-03-23,0.016062178279837802
2010-03-24,0.1476761010728402,2010-03-24,0.004422824271212322
2010-03-25,0.1110263468013468,2010-03-25,-0.011858685871689034
2010-03-26,0.07028739165218757,2010-03-26,0.01875121245758704
2010-03-29,0.08038883735312306,2010-03-29,0.006453345925005127
2010-03-30,0.10637639816830569,2010-03-30,0.014888619732656316
2010-03-31,0.08696103320438427,2010-03-31,-0.0036037658176319987
2010-04-01,0.04720464135021097,2010-04-01,0.00412730565192021
2010-04-05,0.0873673172401986,2010-04-05,0.010679771088035306
2010-04-06,0.0902227406875648,2010-04-06,0.004402551371662344
2010-04-07,0.05652622139764996,2010-04-07,0.004425297730918709
2010-04-08,-0.003902566599610934,2010-04-08,-0.002701556825347451
2010-04-09,0.06807781047888961,2010-04-09,0.007667963823683177
2010-04-12,0.07586865274365275,2010-04-12,0.0020682455647640374
2010-04-13,0.10962633953750706,2010-04-13,0.0005773653594487449
2010-04-14,0.0784645828028181,2010-04-14,0.013447237194212258
2010-04-15,0.05448396300669028,2010-04-15,0.013147121062086375
2010-04-16,0.13846111981887843,2010-04-16,-0.006106910180885161
2010-04-19,0.044883572567783095,2010-04-19,-0.0013335903206445066
2010-04-20,0.09203210306303089,2010-04-20,-0.010037936622470878
2010-04-21,0.08172824474907808,2010-04-21,0.05981421634243578
2010-04-22,0.09013349790035184,2010-04-22,0.02796904021708757
2010-04-23,0.1208169069334118,2010-04-23,0.016362249277062757
2010-04-26,0.09033083358840933,2010-04-26,-0.004910935442016262
2010-04-27,0.06291285874619208,2010-04-27,-0.02768111342318147
2010-04-28,0.12476070226070227,2010-04-28,-0.00167883806667124
2010-04-29,0.07554947433518862,2010-04-29,0.02691105320165943
2010-04-30,0.0985061655516201,2010-04-30,-0.02810460955216676
2010-05-03,0.041030512377662635,2010-05-03,0.020146270938831812
2010-05-04,0.042525481054892816,2010-05-04,-0.028796488400486098
2010-05-05,0.09114424464424464,2010-05-05,-0.010398897505758398
2010-05-06,0.06833442194125014,2010-05-06,-0.03804813756519321
2010-05-07,0.05951754944402003,2010-05-07,-0.042193335377601504
2010-05-10,0.09523871896535448,2010-05-10,0.07686764600601514
2010-05-11,0.06860588234390151,2010-05-11,0.009961218320649001
2010-05-12,0.06019072543617998,2010-05-12,0.021713636761735655
2010-05-13,0.04859674494630247,2010-05-13,-0.014231476901878093
2010-05-14,0.06322463119983782,2010-05-14,-0.01757287251066486
2010-05-17,0.08887955252573193,2010-05-17,0.0015761133889722334
2010-05-18,0.09014034576534576,2010-05-18,-0.007316526643394994
2010-05-19,0.06125801505841828,2010-05-19,-0.015929813517427394
2010-05-20,0.06334992205474133,2010-05-20,-0.04260280749777212
2010-05-21,0.09169233316774301,2010-05-21,0.01917901661216348
2010-05-24,0.06602648508898509,2010-05-24,0.018323149890873136
2010-05-25,0.041868466322614796,2010-05-25,-0.006240841748619608
2010-05-26,0.04445515763697582,2010-05-26,-0.004526661519914876
2010-05-27,0.06530526351954924,2010-05-27,0.037851871680232074
2010-05-28,0.07771444171444171,2010-05-28,0.013933378539602748
2010-06-01,0.11347519597519598,2010-06-01,0.015377164342867067
2010-06-02,0.10270861471861473,2010-06-02,0.011961370251301506
2010-06-03,0.08096021303258145,2010-06-03,-0.0031448166441077063
2010-06-04,0.0715068145570538,2010-06-04,-0.02721161072307976
2010-06-07,0.06889247870865518,2010-06-07,-0.019612143940037963
2010-06-08,0.07283104482323233,2010-06-08,-0.0064164344795791806
2010-06-09,0.0845647619047619,2010-06-09,-0.024585768803133123
2010-06-10,0.07420608524267061,2010-06-10,0.030058042538264163
2010-06-11,0.07479834314366689,2010-06-11,0.011975422447200401
2010-06-14,0.08567692839019853,2010-06-14,0.003037273061269552
2010-06-15,0.12869669568440062,2010-06-15,0.02127543422774769
2010-06-16,0.05801619801619801,2010-06-16,0.02911187272630089
2010-06-17,0.08881055338466844,2010-06-17,0.01728730940779233
2010-06-18,0.08759804751424864,2010-06-18,0.008091551185370971
2010-06-21,0.04023158722907467,2010-06-21,-0.014229367031300066
2010-06-22,0.07256887460245669,2010-06-22,0.013620869149980175
2010-06-23,0.08421985815602837,2010-06-23,-0.01051651566837053
2010-06-24,0.11444442909336527,2010-06-24,-0.007270408237687764
2010-06-25,0.06824983465608465,2010-06-25,-0.008550748011188825
2010-06-28,0.08233921576334027,2010-06-28,0.005999869580939787
2010-06-29,0.10696949040507321,2010-06-29,-0.04521049316113046
2010-06-30,0.04309714795008912,2010-06-30,-0.018113162923790727
2010-07-01,0.06636937359828926,2010-07-01,-0.012125617802518196
2010-07-02,0.0801844432163581,2010-07-02,-0.006197641544279486
2010-07-06,0.07946550936500686,2010-07-06,0.006843248918281697
2010-07-07,0.08628776835409488,2010-07-07,0.04038171458702089
2010-07-08,0.07879608896850276,2010-07-08,-0.0022426144418842275
2010-07-09,0.11081097630439735,2010-07-09,0.005928220099283843
2010-07-12,0.0897885101010101,2010-07-12,-0.008974296592932807
2010-07-13,0.09537801379906644,2010-07-13,-0.021338331552015366
2010-07-14,0.07476770373966635,2010-07-14,0.003693957176819973
2010-07-15,0.08202553552769071,2010-07-15,-0.005065213180864836
2010-07-16,0.06980200127741111,2010-07-16,-0.006164242476677795
2010-07-19,0.05191916051057842,2010-07-19,-0.017286546269742464
2010-07-20,0.07585082425991517,2010-07-20,0.02569408597533207
2010-07-21,0.07900418917860778,2010-07-21,0.009329664485455913
2010-07-22,0.057854283849181815,2010-07-22,0.018800895512902205
2010-07-23,0.09587676061860843,2010-07-23,0.003551864020557405
2010-07-26,0.08396257406895705,2010-07-26,-0.00253899715086614
2010-07-27,0.08533449575116242,2010-07-27,0.01851294130215675
2010-07-28,0.05138167388167389,2010-07-28,-0.011814468711417891
2010-07-29,0.05515165440989617,2010-07-29,-0.010921467712554533
2010-07-30,0.1134538781376726,2010-07-30,-0.003331558796968448
2010-08-02,0.0998079898079898,2010-08-02,0.017880890187340626
2010-08-03,0.013906384321942833,2010-08-03,0.0003060631416291759
2010-08-04,0.023583429372019973,2010-08-04,0.004008387511784672
2010-08-05,0.03194848119531663,2010-08-05,-0.004866949174246682
2010-08-06,0.06093872334748247,2010-08-06,-0.006152316658112
2010-08-09,0.0529559761925201,2010-08-09,0.006382674266295574
2010-08-10,0.03243928648183968,2010-08-10,-0.008939981554307752
2010-08-11,0.04379876438073159,2010-08-11,-0.035542266337226236
2010-08-12,0.07641931216931216,2010-08-12,0.006395480514464369
2010-08-13,0.05463164964153106,2010-08-13,-0.0106840149366485
2010-08-16,0.09996347543076516,2010-08-16,-0.005860996828347842
2010-08-17,0.02936600152857821,2010-08-17,0.017485287778308933
2010-08-18,0.0038193763783386423,2010-08-18,0.004364987908986651
2010-08-19,0.057191018699970106,2010-08-19,-0.012604919168383466
2010-08-20,0.04269308251049824,2010-08-20,-0.0009605914540388172
2010-08-23,0.09703247227918281,2010-08-23,-0.015381834597620325
2010-08-24,0.03141397675630041,2010-08-24,-0.02388126423525372
2010-08-25,0.075604335806356,2010-08-25,0.012337045871200436
2010-08-26,0.06880946830946831,2010-08-26,-0.010745678471032583
2010-08-27,0.041416708017498534,2010-08-27,0.005576585486796626
2010-08-30,0.08015014851068264,2010-08-30,0.0036420321883954276
2010-08-31,0.08667417172442297,2010-08-31,0.00247462831188372
2010-09-01,0.06216084455667789,2010-09-01,0.02974066691003263
2010-09-02,0.03964925181363537,2010-09-02,0.007350073989582651
2010-09-03,0.04341877880184332,2010-09-03,0.02617286634984528
2010-09-07,0.0415949416825213,2010-09-07,-0.003709690180963232
2010-09-08,0.049995754584169216,2010-09-08,0.019820784675089298
2010-09-09,0.050792464114832535,2010-09-09,0.0005704278100333582
2010-09-10,0.0594986842153089,2010-09-10,0.0012926773126686886
2010-09-13,0.03762420250364413,2010-09-13,0.01378082050852969
2010-09-14,0.07439738368102637,2010-09-14,0.003819726165728232
2010-09-15,0.05656914850856355,2010-09-15,0.008057809465817467
2010-09-16,0.05690151265209002,2010-09-16,0.02349878739830391
2010-09-17,0.04677838358596376,2010-09-17,-0.004338312703338731
2010-09-20,0.049530639730639724,2010-09-20,0.028543121392407445
2010-09-21,0.034627466434531656,2010-09-21,0.0019064180508181483
2010-09-22,0.06085910558368185,2010-09-22,0.014025670066194262
2010-09-23,0.06622936609556328,2010-09-23,0.0040659085981549214
2010-09-24,0.06001058120623338,2010-09-24,0.011768231280597341
2010-09-27,0.08551530341004025,2010-09-27,-0.003968269421317339
2010-09-28,0.04282914597331775,2010-09-28,-0.014768950006945114
2010-09-29,0.07800892689091447,2010-09-29,0.0017784571889396528
2010-09-30,0.08418460841027213,2010-09-30,-0.012597102874304489
2010-10-01,0.06780560517549365,2010-10-01,-0.004334846408208803
2010-10-04,0.054771980072111995,2010-10-04,-0.01373337093968885
2010-10-05,0.07224606004017768,2010-10-05,0.03696534152402231
2010-10-06,0.049480489055790264,2010-10-06,0.0008648790384093719
2010-10-07,0.043942677444688175,2010-10-07,0.00010343775261478783
2010-10-08,0.03500867422215737,2010-10-08,0.01676983314898317
2010-10-11,0.08581460761460762,2010-10-11,0.004386592628825348
2010-10-12,0.09677074483149249,2010-10-12,0.010766724292463836
2010-10-13,0.06151633522727272,2010-10-13,0.0053589058193617145
2010-10-14,0.07868995768078338,2010-10-14,0.007230068454242122
2010-10-15,0.04677175738651149,2010-10-15,0.04111682268162342
2010-10-18,0.04031608514304795,2010-10-18,0.010357646012558508
2010-10-19,0.03650626356256127,2010-10-19,-0.02676064306921877
2010-10-20,0.018951939779965257,2010-10-20,0.0033600729904263993
2010-10-21,0.06172424428975792,2010-10-21,-0.0032523894981831836
2010-10-22,0.059812722601739934,2010-10-22,-0.006623362931234222
2010-10-25,0.057317131398013754,2010-10-25,0.004455814603064212
2010-10-26,0.0546652588230978,2010-10-26,-0.0025580970092635713
2010-10-27,0.037166847966847966,2010-10-27,-0.0007143267001239462
2010-10-28,0.057995808601478696,2010-10-28,-0.008413385732138456
2010-10-29,0.03275756451116164,2010-10-29,-0.013956337897875537
2010-11-01,0.05671661319503959,2010-11-01,0.010631873621493648
2010-11-02,0.024061244267952534,2010-11-02,0.01702982425665467
2010-11-03,0.02658307077949935,2010-11-03,0.011119976401020581
2010-11-04,0.039042106961361615,2010-11-04,0.01748679220716487
2010-11-05,0.02692468417901944,2010-11-05,-0.0035818285685899065
2010-11-08,0.050089879098588114,2010-11-08,0.004697982829733993
2010-11-09,0.023499312698853983,2010-11-09,-0.007971565001689829
2010-11-10,0.017489018448695867,2010-11-10,0.006169073181438334
2010-11-11,0.033862296868625984,2010-11-11,-0.004338783873818697
2010-11-12,0.00292011294106266,2010-11-12,-0.02722233700575183
2010-11-15,0.051282315050356284,2010-11-15,-0.003214317757155194
2010-11-16,0.055007485508508,2010-11-16,-0.01775007100852266
2010-11-17,0.0018901498901498892,2010-11-17,-0.0036140610565577047
2010-11-18,0.022775121932695746,2010-11-18,0.026389318126789352
2010-11-19,0.013201447002904978,2010-11-19,-0.005512062564293707
2010-11-22,0.03245997925685425,2010-11-22,0.0216155237308715
2010-11-23,0.034497595821225954,2010-11-23,-0.014775518079058747
2010-11-24,0.018430800697407518,2010-11-24,0.019661190823132335
2010-11-26,-0.0076574619919329845,2010-11-26,0.0006351255465311123
2010-11-29,0.011045112872207344,2010-11-29,0.005936657252403554
2010-11-30,0.02181441009634842,2010-11-30,-0.018051636692038242
2010-12-01,0.031768956064127406,2010-12-01,0.016873236802952718
2010-12-02,0.016152233342600315,2010-12-02,0.005530318763108166
2010-12-03,0.018857547541080988,2010-12-03,-0.002231785455199309
2010-12-06,0.0324629303419197,2010-12-06,0.008537706360277397
2010-12-07,0.030137690241856908,2010-12-07,-0.006059929048804036
2010-12-08,0.041165570413858085,2010-12-08,0.00879895772292949
2010-12-09,0.03299749562535565,2010-12-09,-0.0038937546456829786
2010-12-10,7.320578916822931e-05,2010-12-10,0.0025022821062008482
2010-12-13,0.028177438483811032,2010-12-13,0.0034624316645446296
2010-12-14,0.055311566790041115,2010-12-14,-0.004289881992856404
2010-12-15,0.03194678564066319,2010-12-15,0.0002183799720687496
2010-12-16,0.003848860294326785,2010-12-16,0.0027779132210072888
2010-12-17,0.015030172413793105,2010-12-17,-0.0019920291274463375
2010-12-20,0.04200140711906399,2010-12-20,0.004990506203021772
2010-12-21,0.024702780143353916,2010-12-21,0.006176046521578549
2010-12-22,0.01380116215498729,2010-12-22,0.0029608540508749837
2010-12-23,0.019926608912374036,2010-12-23,-0.004797560901133147
2010-12-27,-0.0020495176551077196,2010-12-27,0.0033373696281970844
2010-12-28,0.028942931150655573,2010-12-28,0.002433394280189294
2010-12-29,0.04385903619125096,2010-12-29,-0.0005529999762944326
2010-12-30,0.05371013109481744,2010-12-30,-0.005011054454171271
2010-12-31,0.07984866850321395,2010-12-31,-0.003398690818200323
2011-01-03,0.023555454187685593,2011-01-03,0.02173255387407247
2011-01-04,0.026955478506404434,2011-01-04,0.005219038225550143
2011-01-05,0.032221887505392656,2011-01-05,0.008180295019397432
2011-01-06,0.025913070926657882,2011-01-06,-0.0008086939044340546
2011-01-07,0.04229587937647148,2011-01-07,0.007161435447925912
2011-01-10,0.0036306169628666373,2011-01-10,0.018832612463583365
2011-01-11,0.017059558720849043,2011-01-11,-0.002365110492783984
2011-01-12,0.020517692452475058,2011-01-12,0.008136927400548055
2011-01-13,0.02304515979206488,2011-01-13,0.0036582931808870622
2011-01-14,0.030626256989538237,2011-01-14,0.008100101673194082
2011-01-18,0.04882974948548719,2011-01-18,-0.022468939179190905
2011-01-19,0.006146553797415864,2011-01-19,-0.005313554776778195
2011-01-20,0.00523047138047138,2011-01-20,-0.018179466507822872
2011-01-21,0.033535475497219275,2011-01-21,-0.017915373534212242
2011-01-24,0.016114537105103143,2011-01-24,0.03284168936451537
2011-01-25,0.03883467732405315,2011-01-25,0.01170541500305533
2011-01-26,0.01626026199295713,2011-01-26,0.007176338838116747
2011-01-27,0.010446354688939433,2011-01-27,-0.0018608244900871762
2011-01-28,0.01734031015281015,2011-01-28,-0.020716553941472315
2011-01-31,0.026324570896939316,2011-01-31,0.009580661428227444
2011-02-01,0.027793986578588652,2011-02-01,0.01682767440807198
2011-02-02,0.007100275239164127,2011-02-02,-0.002058097988265617
2011-02-03,0.025777975160445277,2011-02-03,-0.0025556810432182386
2011-02-04,0.07856437754165026,2011-02-04,0.008910120340716032
2011-02-07,0.06026070396637773,2011-02-07,0.015526618859976526
2011-02-08,0.06571789321789322,2011-02-08,0.009434892252187854
2011-02-09,0.04713818761715958,2011-02-09,0.00833354550289278
2011-02-10,0.0522246782034812,2011-02-10,-0.010106944912607996
2011-02-11,0.034477936464341295,2011-02-11,0.006515263121609438
2011-02-14,0.06996371475805924,2011-02-14,0.00652926833028844
2011-02-15,0.051017684610075914,2011-02-15,0.002004397737375596
2011-02-16,0.05226136028799467,2011-02-16,0.008974949548801181
2011-02-17,0.03077938068629558,2011-02-17,-0.013300920537564487
2011-02-18,0.05176247620692065,2011-02-18,-0.021602046386105078
2011-02-22,0.060366388229649647,2011-02-22,-0.03408882833030458
2011-02-23,0.03973231960669147,2011-02-23,0.011842840660615694
2011-02-24,0.07477525672002416,2011-02-24,0.0007589996930408294
2011-02-25,0.08249036003185381,2011-02-25,0.015399125267048452
2011-02-28,0.061110186370749754,2011-02-28,0.014504675029397118
2011-03-01,0.03779320223601748,2011-03-01,-0.011041677502768188
2011-03-02,0.050432256368788876,2011-03-02,0.008044258630374168
2011-03-03,0.04779443256715984,2011-03-03,0.021128978392023656
2011-03-04,0.08169991843904888,2011-03-04,0.0012242508070505753
2011-03-07,0.06210915416394869,2011-03-07,-0.01288911323951425
2011-03-08,0.05605082302532551,2011-03-08,0.001125801561902895
2011-03-09,0.05813095544681947,2011-03-09,-0.009248087280740114
2011-03-10,0.05038702198184957,2011-03-10,-0.016455278986343913
2011-03-11,0.03564851581937913,2011-03-11,0.015346251352454932
2011-03-14,0.05449777283227988,2011-03-14,0.004460348658387625
2011-03-15,0.05286952011699487,2011-03-15,-0.022994748728501158
